id,label,id_prop_instance_of
id_creator_563,"Duursma, R.A.",id_base_author
id_creator_564,"Overland, J.",id_base_author
id_creator_565,"Herzig, A.",id_base_author
id_creator_566,"Rehdanz, K.",id_base_author
id_creator_567,"Blume, T.",id_base_author
id_creator_568,"Schröder, J.",id_base_author
id_creator_569,"Ottman, M.J.",id_base_author
id_creator_570,"Ehlert, D.",id_base_author
id_creator_571,"Tian, H.",id_base_author
id_creator_572,"Kaganovich, I.",id_base_author
id_creator_573,"Schnitzler, K.G.",id_base_author
id_creator_574,"Graham, L.P.",id_base_author
id_creator_575,"Wortmann, M.",id_base_author
id_creator_576,"Haße, C.",id_base_author
id_creator_577,"Reth, S.",id_base_author
id_creator_578,"Fettweis, X.",id_base_author
id_creator_579,"Tebaldi, C.",id_base_author
id_creator_580,"Lemoine, Y.",id_base_author
id_creator_581,"Demske, D.",id_base_author
id_creator_582,"Erkossa, T.",id_base_author
id_creator_583,"Hamon, N.",id_base_author
id_creator_584,"Zhang, Y.",id_base_author
id_creator_585,"Michaelis, P.",id_base_author
id_creator_586,"Junge, S.",id_base_author
